"";" Pre82";" Pre83";" Pre84";" Pre85";" Pre86";" Pre87";" Pre88";" P0_89";" P0_90";" P0_91";" P0_92";" P0_93";" P0_94";" P0_95";" P5_96";" P5_97";" P5_98"
"151891_at";4,85547953704944;4,22611546760222;4,01821205478202;3,8727340083774;3,92421299207073;3,85254945680372;4,05560414660498;3,82695049134749;3,54865204451086;3,77052426497922;3,6185914623155;4,06591551793228;3,83035161033967;4,17150613957075;3,63410971966506;3,5579607593103;3,54809376518354
"154270_at";6,00532148297367;5,81553508093557;5,68521586321326;6,15302008214531;5,93618467927828;5,63422190964898;5,50718405595761;6,64439595426837;6,44728940372322;6,72791067050455;6,93158542981003;6,43466963408519;6,58170121406367;6,72004186951943;6,68700253843864;6,80820816559111;6,22121990651301
"153436_at";3,74591550529466;2,87109321691993;3,47685433108618;3,70238108069199;3,34885957750301;3,30393086983515;3,20846406711278;4,49028978119085;4,05099570201413;3,99949547372272;4,08070217878061;3,75709490011867;3,96398303699247;4,07564614400011;4,1799541481995;3,74164750049134;3,91979486806552
"143410_at";7,14693187134759;7,4518847969306;7,26716046765249;7,12440813740065;7,10064668214602;7,06101384389711;7,2347748580529;8,4803093840908;7,73264455129623;7,65581583255742;8,68571993913691;7,77525141915581;7,98536850387633;8,45215713406915;8,35639096288446;8,50554618650123;8,36289614075834
"143347_at";6,19177059032462;3,26319960224086;3,29333252467708;6,22245862596622;2,92962801071558;10,4991861118892;3,03009308688269;2,91121202731697;2,90644796319651;3,0291607691602;3,00105808649605;2,94287277974647;2,66757983549053;2,81324747257069;2,78258002143567;2,85055507560848;2,73352935848224
"152476_at";8,39635066074212;8,60354136247623;8,36736119834713;8,00481050845508;7,58635955789947;7,48503480508648;8,26881348442121;8,11946705649863;8,37711761866916;7,88562051993823;8,39586806201832;8,49040033832223;7,91152773440852;8,45599258972666;7,98198498248741;7,3808479313487;7,45721919079727
"152977_at";7,19828921370137;6,96693764143947;7,02130448929366;7,6743087141176;7,14238969721511;7,01681987518343;7,27338003233232;7,53046664834152;7,73357430424101;7,28639390488984;7,25525892298476;7,72684152495587;7,4457042172077;6,94738022420917;7,30726023596565;7,18660626770461;7,35017414785551
"154029_at";5,18270669503246;4,94386948229219;4,72149389813489;5,22717717617436;5,14123758733883;5,52170841064006;4,75754855718293;5,08202214000035;4,89977666240392;5,37206941160014;4,83182475695415;4,57782674299369;5,38794111146142;4,65730145104898;5,34792594673679;5,02298992549228;5,03079555781536
"143790_at";3,17422514619516;3,42891965052548;3,61006498526808;3,43894850794667;3,56027695908153;3,62650605332996;3,53100733066902;4,01187917395044;5,10113666568813;3,85331200820822;3,94643575359915;4,88434717866485;3,7307714624261;4,28727700525542;4,05023462466741;4,37589857244909;4,83945918719914
"153044_at";5,30430021903486;5,29660755468294;5,18144655906567;5,24808874443617;5,29802910572741;5,62677298008898;5,11943223471365;4,74955836363487;4,90768024935569;4,43380666702523;4,68026528318408;4,55965378212271;4,68605511355386;4,53083784994267;5,24819143595363;4,88642540974925;5,79561643342242
"154279_at";7,0882139292458;6,5027717851424;6,56570160652062;7,24012673849926;6,7420028895614;6,80193426529596;6,25217624077312;6,61852298766527;6,1842775761822;5,95925140534171;6,4497095235893;6,29908595399242;6,23480367850934;6,33702366642538;6,41099803585482;6,1522345941651;6,17119655137598
"154517_at";7,44886935744579;7,74880331803721;7,19240945001417;8,06993191904566;7,9499862493613;7,74672577262685;7,24506671175989;8,54658326259185;8,66079956748967;8,59020585094356;8,25967582844679;8,37246960905079;8,52925860658198;7,48381715262974;8,20377306770049;8,05290764659072;8,11259539753917
"141503_at";7,10255324641045;7,14143038948789;7,03189452659167;7,24718158841422;7,11296919395117;6,95461943960309;6,99724029161746;7,81949536597001;8,0264412952051;7,70230433785236;7,54301926473881;7,78194737056241;7,50464183075713;7,41862902823959;7,18072412805641;7,2195402262224;7,34439286875045
